title,authors,isbn
Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,Lewis Carroll/Graeme Base,0810935201
The Collected Short Stories of Maxim Gorky,Maxim Gorky/Avrahm Yarmolinsky/Moura Budberg,0806510757
Name Dropping,Jane Heller,0312978332
Many Luscious Lollipops: A Book About Adjectives,Ruth Heller,0698116410
What Was She Thinking? [Notes on a Scandal],Zoë Heller,0312421990
Night of Long Shadows (Eberron: Inquisitives  #2),Paul Crilley,0786942703
Poetics,Aristotle/Malcolm Heath,0140446362
Poetics of Music in the Form of Six Lessons,Igor Stravinsky/George Seferis/Arthur Knodel/Ingolf Dahl,0674678567
An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,0802441416
Mondrian,John Milner/Piet Mondrian,0714831670
Writings on Art,Mark Rothko/Miguel López-Remiro,0300114400
The Legacy of Mark Rothko,Lee Seldes,0306807254
Mark Rothko,Diane Waldman/Bernard Malamud,0810915871
Mark Rothko  1903 1970,Diane Waldman,0500282757
A World of Art,Henry M. Sayre,0132221861
Olympian Odes. Pythian Odes,Pindar/William H. Race,0674995643
The Odes,Pindar/Cecil Maurice Bowra/Daniel C. Snell/Dawson William Turner/Maehler/Abraham Moore,014044209X
The Odes and Selected Fragments,Pindar/G.S. Conway/Richard Stoneman,0460876740
Nemean Odes. Isthmian Odes. Fragments,Pindar/William H. Race,0674995341
Sabriel (Abhorsen  #1),Garth Nix,0060575816
Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,Euripides/David R. Slavitt/Smith Palmer Bovie/Fred Chappell/Mark Rudman/Elaine Terranova/Richard Elman/Katharine Washburn/George D. Economou,0812216504
Eragon: Prima Official Game Guide,Prima Publishing,0761555528
Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,0446691097
A Lady At Last (deWarenne Dynasty  #7),Brenda Joyce,0373771371
James Joyce's Ulysses,Stuart Gilbert,0394700139
A Complicated Kindness,Miriam Toews,1582433224
A Complicated Kindness (Bookclub-In-A-Box),Marilyn Herbert/Miriam Toews,1897082274
Race of Scorpions (The House of Niccolo  #3),Dorothy Dunnett,039457107X
Vinyl Cafe Odd Jobs,Stuart McLean,096830317X
Vinyl Cafe Coast to Coast Story Service,Stuart McLean,0968303188
Vinyl Cafe Diaries (Vinyl Cafe  #4),Stuart McLean,0670044369
Checkmate (Tom Clancy's Splinter Cell  #3),David  Michaels/Tom Clancy,0425212785
Operation Barracuda (Tom Clancy's Splinter Cell  #2),David  Michaels/Raymond Benson/Tom Clancy,0425204227
Splinter Cell (Tom Clancy's Splinter Cell  #1),David  Michaels/Raymond Benson/Tom Clancy,0425201686
Dark Visions,Douglas E. Winter/Dan Simmons/Stephen King/George R.R. Martin,0575402903
Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman/Hermann Alexander Diels,0674035011
The Presocratics,Philip Ellis Wheelwright,002426640X
The Presocratic Philosophers,Geoffrey S. Kirk/John Earle Raven/Malcolm Schofield,0521274559
Presocratic Philosophy: A Very Short Introduction,Catherine Osborne,0192840940
The Presocratic Philosophers,Jonathan Barnes/Ted Honderich,0415050790
The First Philosophers: The Presocratics and Sophists,Robin Waterfield/Anaximander/Anaximenes/Empedocles/Gorgias of Leontini/Heraclitus/Parmenides/Protagoras/Pythagoras/Thales/Thrasymachus/Zeno of Elea,0192824546
Skeleton Crew,Stephen King,0751504386
Night Shift,Stephen King,0385129912
The Talisman,Stephen King/Peter Straub,0670691992
El retrato de Rose Madder,Stephen King/Bettina Blanch Tyroller,0307376583
The Dark Half,Stephen King,5550707004
La Milla Verde,Stephen King/María Eugenia Ciocchini Suárez,0743233603
Storm of the Century,Stephen King,067103264X
Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh/Melissa Sweet,0618195637
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,0743222334
The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,0440508827
Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,0142001341
What You Think of Me Is None of My Business,Terry Cole-Whittaker,051509479X
Think on These Things,Jiddu Krishnamurti/D. Rajagopal,0060916095
Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Pam Johnson-Bennett,0965013014
Think Like a Guy: How to Get a Guy by Thinking Like One,Giuliana DePandi,0312354371
How to Think Theologically,Howard W. Stone/James O. Duke,0800638182
JoJo's Bizarre Adventure  Vol. 6 (Stardust Crusaders  #6),Hirohiko Araki,1421506556
JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),Hirohiko Araki,142150653X
JoJo's Bizarre Adventure  Vol. 5 (Stardust Crusaders  #5),Hirohiko Araki,1421506548
JoJo's Bizarre Adventure  Vol. 7 (Stardust Crusaders  #7),Hirohiko Araki,1421510782
Jojo's Bizarre Adventure  Tome 4: Dans la salle du dragon à deux têtes (Phantom Blood  #4),Hirohiko Araki,2290318043
JoJo's Bizarre Adventure  Vol. 8 (Stardust Crusaders  #8),Hirohiko Araki,1421510790
Jojo's Bizarre Adventure  Tome 17: L'Amoureux terrible (Stardust Crusaders  #5),Hirohiko Araki/Hirohiko Araki,2290328308
Jojo's Bizarre Adventure  Tome 6: Jojo contre la forme de vie ultime (Battle Tendency  #1),Hirohiko Araki,2290318493
Fevre Dream,George R.R. Martin,067145577X
The Hedge Knight (The Tales of Dunk and Egg  #1),Ben Avery/Mike S. Miller/George R.R. Martin/Mike Crowell,097640110X
A Clash of Kings (A Song of Ice and Fire  #2),George R.R. Martin/Roy Dotrice,073930870X
Tuf Voyaging,George R.R. Martin,1592220045
Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,Charles de Lint,0312869592
Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,156584100X
Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,James W. Loewen,1565840089
C.G. Jung and Hermann Hesse: A Book of Two Friendships,Miguel Serrano,3856305580
The Journey to the East,Hermann Hesse/Hilda Rosner,0312421680
Son of a Witch (The Wicked Years  #2),Gregory Maguire/Douglas Smith/Jelena Bojić,0060747226
March,Geraldine Brooks,0143036661
Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Geraldine Brooks,0385483732
Jojo's Bizarre Adventure  Tome 1: Dio  L'envahisseur (Phantom Blood  #1),Hirohiko Araki,2290061247
Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hirohiko Araki/Hirohiko Araki,2290329452
Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hirohiko Araki/Hirohiko Araki,2290328057
Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),Hirohiko Araki/Hirohiko Araki,2290328022
Jojo's Bizarre Adventure  Tome 5: La dernière onde (Phantom Blood  #5),Hirohiko Araki,229031823X
Jojo's Bizarre Adventure  Tome 9: Ruée vers la falaise de la mort! (Battle Tendency  #4),Hirohiko Araki,2290319368
Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Hirohiko Araki/Hirohiko Araki,2290328316
Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),Hirohiko Araki,2290320102
Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),Hirohiko Araki/Hirohiko Araki,2290328294
Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Hirohiko Araki/Hirohiko Araki,2290328227
From Far Away  Vol. 12,Kyoko Hikawa/Yuko Sawada/Freeman Wong,1421505398
From Far Away  Vol. 13,Kyoko Hikawa/Yuko Sawada/Freeman Wong,1421505401
From Far Away  Vol. 14,Kyoko Hikawa/Yuko Sawada/Freeman Wong,142150541X
Very Far Away from Anywhere Else,Ursula K. Le Guin,0152052089
Vagabond  Volume 20,Takehiko Inoue,1591165830
彼方から 13,Kyoko Hikawa,4592175433
Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,CLAMP/William Flanagan,0345485289
Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,CLAMP/William Flanagan,0345471830
Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,CLAMP/Anthony Gerard,0345470575
Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,CLAMP/William Flanagan,0345484304
Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,CLAMP/William Flanagan,0345484282
Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,CLAMP/William Flanagan,0345477936
Tsubasa: RESERVoir CHRoNiCLE  Vol. 04 (Tsubasa: RESERVoir CHRoNiCLE  #4),CLAMP/William Flanagan,034547791X
Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,CLAMP/William Flanagan,0345484290
Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,CLAMP/William Flanagan,0345485327
ツバサ-RESERVoir CHRoNiCLE- 4,CLAMP,4063633381
ツバサ-RESERVoir CHRoNiCLE- 6,CLAMP,4063633934
ツバサ-RESERVoir CHRoNiCLE- 3,CLAMP,4063633225
ツバサ-RESERVoir CHRoNiCLE- 7,CLAMP,4063634167
ツバサ-RESERVoir CHRoNiCLE- 8,CLAMP,4063634523
Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Yumi Hotta/Takeshi Obata,1421506416
Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),Yumi Hotta/Takeshi Obata,1421506424
Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta/Takeshi Obata,159116222X
Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yumi Hotta/Takeshi Obata/Yukari Umezawa,1421510669
Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta/Takeshi Obata,1421510677
ヒカルの碁 18、番外編,Yumi Hotta/Yumi Hotta,4088732898
ヒカルの碁 23、あなたに呼びかけている,Yumi Hotta/Yumi Hotta,4088735048
ヒカルの碁 7、若獅子戦,Yumi Hotta/Yumi Hotta,4088728734
ヒカルの碁 15、さよなら,Yumi Hotta/Yumi Hotta,4088732154
ヒカルの碁 13、プロ第一戦,Yumi Hotta/Yumi Hotta,4088731441
ヒカルの碁 14、sai vs toya koyo,Yumi Hotta/Yumi Hotta,4088731697
ヒカルの碁 16、中国棋院,Yumi Hotta/Yumi Hotta,4088732324
ヒカルの碁 6、院生試験,Yumi Hotta/Takeshi Obata,4088728491
ヒカルの碁 9、本戦開始,Yumi Hotta/Yumi Hotta,4088730224
ヒカルの碁 22、打倒高永夏,Yumi Hotta/Yumi Hotta,4088734327
ヒカルの碁 12、新初段シリーズ,Yumi Hotta/Yumi Hotta,4088731107
Death Note  Vol. 8: Target (Death Note  #8),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,1421506297
Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,1421501686
Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba/Alexis Kirsch,142150331X
Death Note  Vol. 5: Whiteout (Death Note  #5),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,1421506262
Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,1421501708
Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,1421501694
Death Note  Vol. 6: Give-and-Take (Death Note  #6),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,1421506270
Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,1421506289
Death Note  Vol. 9: Contact (Death Note  #9),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,1421506300
Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,142151155X
The Worm Ouroboros,E.R. Eddison/Keith   Henderson,0486447405
Mistress of Mistresses: A Vision of Zimiamvia (The Zimiamvian Trilogy  #1),E.R. Eddison/Gerald Ravenscourt Hayes/Keith   Henderson,034527220X
The Mezentian Gate,E.R. Eddison,0345272218
The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,0201835959
Museum of Terror  Vol. 1: Tomie 1,Junji Ito/伊藤潤二/Naomi Kokubo,1593075421
Museum of Terror  Vol. 2: Tomie 2,Junji Ito/伊藤潤二/Naomi Kokubo,1593076126
Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito/伊藤潤二,1593076398
Tomie 1  富江,Junji Ito/伊藤潤二,1588990842
Tomie 2  富江 Part 2,Junji Ito/伊藤潤二,1588990850
Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),Yōko Kamio/神尾葉子,2723441784
Hana Yori Dango 3 (Boys Over Flowers  #3),Yōko Kamio/神尾葉子,2723442314
Hana Yori Dango 2 (Boys Over Flowers  #2),Yōko Kamio/神尾葉子,2723442306
Voices (Annals of the Western Shore  #2),Ursula K. Le Guin,0152056785
Gifts (Annals of the Western Shore  #1),Ursula K. Le Guin,0152051244
Lao Tzu: Tao Te Ching: A Book about the Way and the Power of the Way,Lao Tzu/Ursula K. Le Guin/J.P. Seaton,1570623953
The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,Ursula K. Le Guin,1590300068
The Dispossessed,Ursula K. Le Guin,0061054887
Five Complete Novels,Ursula K. Le Guin,0517480107
Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,0689845332
Changing Planes,Ursula K. Le Guin,0441012248
The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin/Samuel Roukin,044101125X
Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,0441011241
Jane on Her Own (Catwings  #4),Ursula K. Le Guin/S.D. Schindler,0439551927
Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,1416509631
The Tombs of Atuan (Earthsea Cycle  #2),Ursula K. Le Guin/Margot Paronis,0689845367
Catwings (Catwings #1),Ursula K. Le Guin/S.D. Schindler,0439551897
Wonderful Alexander and the Catwings,Ursula K. Le Guin/S.D. Schindler,053106851X
The Farthest Shore (Earthsea Cycle  #3),Ursula K. Le Guin,141650964X
The Life and Games of Mikhail Tal,Mikhail Tal/Iakov Damsky/Kenneth P. Neat,1857442024
Tal-Botvinnik 1960,Mikhail Tal/Hanon W. Russell,1888690089
Don Quixote,Miguel de Cervantes Saavedra/John Rutherford,0140449094
Cromartie High School  Vol. 06,Eiji Nonaka/Brendan Frayne,1413902626
Cromartie High School  Vol. 05,Eiji Nonaka/Brendan Frayne,1413902618
Cromartie High School  Vol. 01,Eiji Nonaka/Brendan Frayne,141390257X
Cromartie High School  Vol. 02,Eiji Nonaka/Brendan Frayne,1413902588
Bleach  Volume 16,Tite Kubo,1421506149
Bleach  Volume 13,Tite Kubo,1421506114
Bleach  Volume 10,Tite Kubo,1421500817
Bleach  Volume 18,Tite Kubo,1421510421
Bleach  Volume 17,Tite Kubo,1421510413
Bleach  Volume 19,Tite Kubo,142151043X
Bleach  Volume 20,Tite Kubo,1421510448
The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),Fuyumi Ono/小野 不由美/Akihiro Yamada/山田 章博/Elye J. Alexander/Alexander O. Smith,1598169467
Twelve Fair Kingdoms,Suzette Haden Elgin,0425058506
Crest of the Stars 2: A Modest War  (Seikai no Monshou  #2),Hiroyuki Morioka,1598165763
Crest of the Stars 3: Return to a Strange World  (Seikai no Monshou  #3),Hiroyuki Morioka,1598165771
Julie and Julia: My Year of Cooking Dangerously,Julie Powell,0316013269
Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,031610969X
The Master of Go,Yasunari Kawabata/Edward G. Seidensticker,0679761063
Conrad's Fate (Chrestomanci  #5),Diana Wynne Jones,0060747455
Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,Nancy Conrad/Howard A. Klausner/Buzz Aldrin,045121837X
Red River  Vol. 14 (Red River  #14),Chie Shinohara,1421505568
Red River  Vol. 15 (Red River  #15),Chie Shinohara,1421505576
Red River  Vol. 16 (Red River  #16),Chie Shinohara,1421505584
Red River  Vol. 17 (Red River  #17),Chie Shinohara,1421509970
Tramps Like Us  Volume 8,Yayoi Ogawa,1595324380
Tramps Like Us  Volume 9,Yayoi Ogawa,1595324399
Tramps Like Us  Volume 11,Yayoi Ogawa,1598161989
Tramps Like Us  Volume 12,Yayoi Ogawa,1598161997
きみはペット 11 [Kimi wa Petto 11],Yayoi Ogawa/小川 彌生,4063405141
Suki's Kimono,Chieri Uegaki/Stéphane Jorisch,1553377524
The Interpreter,Suki Kim,0312422245
The Thousandfold Thought (The Prince of Nothing  #3),R. Scott Bakker,158567883X
Flight of the Nighthawks (The Darkwar Saga  #1),Raymond E. Feist,0060792787
Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,0553564943
Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,0060792809
Manna from Heaven,Roger Zelazny/Scott Zrubeck/Steven Brust,0809530953
Lord of Light,Roger Zelazny,0060567236
Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt/Roger Zelazny,1596871326
Terrier (Beka Cooper  #1),Tamora Pierce,037581468X
Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,0689878559
Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,0375829636
Emperor Mage (Immortals  #3),Tamora Pierce,1416903372
The Realms of the Gods (Immortals  #4),Tamora Pierce,141690817X
In the Hand of the Goddess (Song of the Lioness  #2),Tamora Pierce,0689878567
Wild Magic (Immortals  #1),Tamora Pierce,1416903437
Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,0689878575
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,0375760393
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan/Scott Brick,1596590939
More Milly Molly Mandy,Joyce Lankester Brisley,0753453347
Essence and Alchemy: A Natural History of Perfume,Mandy Aftel,1586857029
The Lion  the Witch and the Wardrobe,C.S. Lewis/Pauline Baynes,0060530839
Promise of the Witch King (Forgotten Realms: The Sellswords  #2),R.A. Salvatore,0786940735
Witches Abroad (Discworld  #12),Terry Pratchett,055215296X
