title,authors,isbn
Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,1563890348
The Filth,Grant Morrison/Chris Weston/Gary Erskine,1401200133
Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,1401212026
JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,156389369X
Batman: Gothic,Grant Morrison/Klaus Janson,1563890283
JLA: Earth 2,Grant Morrison/Frank Quitely,1563896311
New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,0785123261
Superfolks,Robert  Mayer/Grant Morrison,0312339925
Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,156389453X
Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,1401204252
JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,987224975X
Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,1401209998
New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,0785113452
The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,1401200192
The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,1563897288
Invisible,Pete Hautman,0689869037
The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,1563894440
The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,1563896001
Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,1931882207
The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,1563894890
The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,0262681358
Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,1563894815
Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,1563895684
Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,1563897229
Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,1563896273
Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,1563899531
Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,1401202179
Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,1563899884
Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,1563898942
Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,1400076854
The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,0141011114
The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,0691120277
The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,0736697500
Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,1932857192
Under the Influence: The Disinformation Guide to Drugs,Preston Peet,1932857001
You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,0966410076
The Origin of Species,Charles Darwin/Philip Appleman,0393978672
Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,0060843373
The Origin of Species,Charles Darwin/Julian Huxley,0451529065
The Origin of Species,Charles Darwin,0785819118
The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,0679731180
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,0486434141
On the Origins of War and the Preservation of Peace,Donald Kagan,0385423756
The Origins of Totalitarianism,Hannah Arendt,0805242252
The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,0618057072
Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,0744002532
Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman,0807050733
Smithsonian Intimate Guide to Human Origins,Carl Zimmer,0061196673
Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson,0521855268
"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,0933121296
The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,0029221307
The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,0842383670
Country of Origin,Don  Lee,039332706X
The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,0060957603
The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,0812696069
The Gospel According to the Beatles,Steve Turner,0664229832
JPod,Douglas Coupland,1596911042
Hairstyles of the Damned,Joe Meno,188845170X
Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson,0385488378
Merlin's Tour of the Universe,Neil deGrasse Tyson,0385488351
Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,0393062244
Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,0967575605
The Dark Tower (The Dark Tower #7),Stephen King,0340827211
The Gunslinger,Stephen King,0670032549
Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,1413900208
Gunslinger,Ed Dorn,0822309327
Wasteland of Flint,Thomas Harlan,0765341131
Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten,1932664599
Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks,0071433716
Sit  Walk  Stand,Watchman Nee,0842358935
Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno,141650768X
Voices From the Street,Philip K. Dick,0765316927
The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.,0806523794
Flow My Tears  the Policeman Said,Philip K. Dick,1857983416
The Crack in Space,Philip K. Dick,1400030064
Ubik,Philip K. Dick/David Alabort/Manuel Espín,8498000831
The Best of Philip K. Dick,Philip K. Dick/John Brunner,0345253590
Vulcan's Hammer,Philip K. Dick,1400030129
Carly's Sound,Ali Vali,1933110457
The System of Objects,Jean Baudrillard/James Benedict,1844670538
The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,1845203348
Introducing Baudrillard,Chris Horrocks/Zoran Jevtić,1840460873
Existentialism and Human Emotions,Jean-Paul Sartre,0806509023
Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick,014118549X
From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,0553251619
The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,0872205541
The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins,0743255909
Bookends,Jane Green,0767907817
Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green,0140276904
Open House,Elizabeth Berg,0613997638
Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,1886230358
American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,0679764410
Line Of Vision,David Ellis,0425183769
The Other Woman,Jane Green,0452287146
No Other Woman (No Other  #2),Shannon Drake,0380781360
The Other Woman (Dundee  Idaho  #7),Brenda Novak,0373713444
The Other Woman,Ann  O'Leary,1562802348
Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,0380792044
InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,1591162025
Pusteblume,Marian Keyes,3453189345
¿Quién te lo ha contado?,Marian Keyes,8497936736
Une vie de rêve,Marian Keyes,271443813X
Por los pelos,Marian Keyes,1400002214
Under the Duvet,Marian Keyes,0141007478
Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,8497599179
Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3548603254
Le Club de la dernière chance,Marian Keyes,2266130609
Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,2266108271
Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,840132954X
Auszeit für Engel Walsh Family  #3),Marian Keyes,3453868579
Open House,Elizabeth Berg,0099461269
Slightly Settled (Slightly  #2),Wendy Markham,0373250479
犬夜叉 8,Rumiko Takahashi,4091252087
犬夜叉 7,Rumiko Takahashi,4091252079
犬夜叉 24,Rumiko Takahashi,4091256449
犬夜叉 28,Rumiko Takahashi,4091256481
犬夜叉 4,Rumiko Takahashi,4091252044
犬夜叉 22,Rumiko Takahashi,4091256422
犬夜叉 26,Rumiko Takahashi,4091256465
犬夜叉 12,Rumiko Takahashi,4091255825
犬夜叉 17,Rumiko Takahashi,4091255876
犬夜叉 14,Rumiko Takahashi,4091255841
犬夜叉 10,Rumiko Takahashi,4091252109
犬夜叉 1,Rumiko Takahashi,409125201X
犬夜叉  27,Rumiko Takahashi,4091256473
The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,1569311935
The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,1569312109
Lamu: Urusei Yatsura  3,Rumiko Takahashi,8484497283
The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,1569310351
Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,156931019X
らんま½ 12,Rumiko Takahashi,409126512X
Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,1591162866
Your and My Secret  Vol. 1,Ai Morinaga,1413901433
A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,0345459849
The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,0006163831
The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,0553071793
The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,0553297600
The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,0345418476
The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,0553562606
Pretty Face  Vol. 1,Yasuhiro Kano,1421513684
Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,1889963852
Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,0373255594
Skylight Confessions,Alice Hoffman,0316058785
The Foretelling,Alice Hoffman,0316154091
Incantation,Alice Hoffman,0316010197
Practical Magic (Practical Magic #1),Alice Hoffman,0425190374
The Probable Future,Alice Hoffman,0345455916
The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,0805210555
Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,0805210644
Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,0679423036
Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,0816615152
The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,0393058484
The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,0517229250
The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,0553382160
Beyond Innocence (Beyond Duet  #1),Emma Holly,0515130990
Emma  Vol. 01,Kaoru Mori/森 薫,1401211321
Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,0812551249
Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton,0886776171
Drum Calls (Drums of Chaos  #2),Jo Clayton,0812551230
Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton,0886776503
Quester's Endgame,Jo Clayton,0886771382
Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,0886774675
Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,1400040353
Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,1400040361
La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs,0767914228
Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes,1559360801
Selected Verse,Federico García Lorca/Christopher Maurer,0374528551
Operation Wandering Soul,Richard Powers,006097611X
Galatea 2.2,Richard Powers,0312423136
Three Farmers on Their Way to a Dance,Richard Powers,0060975091
Christian Theology: An Introduction,Alister E. McGrath,1405153601
The Time of Our Singing,Richard Powers,0099453835
The Christian Theology Reader,Alister E. McGrath,140515358X
Prisoner's Dilemma,Richard Powers,0060977086
In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,0385722168
Gain,Richard Powers,0099284464
Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt,0029227968
The Grotesque,Patrick McGrath,0679776214
Port Mungo,Patrick McGrath,1400075483
Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada,0618506918
Experience,Martin Amis,0099285827
Heavy Water and Other Stories,Martin Amis,037570115X
Visiting Mrs Nabokov and Other Excursions,Martin Amis,0099461870
Intimacy And Other Stories,Hanif Kureishi,057121200X
The Buddha of Suburbia,Hanif Kureishi,0571200435
Image-Music-Text,Roland Barthes/Stephen Heath,0006861350
Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard,0795000375
The Fashion System,Roland Barthes/Matthew    Ward/Richard Howard,0520071778
The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes/Richard Howard,0520072383
The Pleasure of the Text,Roland Barthes/Richard Miller,0224011871
How to Travel with a Salmon & Other Essays,Umberto Eco/William Weaver,0099428636
How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,0151001367
Le Nom de la rose,Umberto Eco/Jean-Noël Schifano,2253033138
Os libros arden mal,Manuel Rivas,849782461X
The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,1585420824
The Book of Questions,Pablo Neruda/William O'Daly,1556591608
Bugs for Lunch/Insectos para el almuerzo,Margery Facklam/Sylvia Long/Liliana Valenzuela,1570915067
My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,1578050499
Pilgrims and Other Stories,Elizabeth Gilbert,0330351745
The Last American Man,Elizabeth Gilbert,0142002836
Pilgrims Pa,Elizabeth Gilbert,0395924855
Stern Men,Elizabeth Gilbert,061812733X
A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert,031228621X
Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,0060525126
Missing You (1-800-Where-R-You  #5),Meg Cabot,0060874309
Queen of Babble (Queen of Babble  #1),Meg Cabot,0060851988
Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot,0060525118
How to Be Popular,Meg Cabot,0060880120
Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,0060847182
Darkest Hour (The Mediator  #4),Meg Cabot,0060725141
She Went All the Way,Meg Cabot,0060085444
Are We There Yet?,David Levithan,037582846X
Boy Meets Boy,David Levithan,0375832998
This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,0439890284
The Realm of Possibility,David Levithan,0375836578
Ten Things I Hate about You,David Levithan,0439087309
Where We Are  What We See: The Best Young Writers and Artists in America,David Levithan,0439736463
Aphrodite's Passion (Superhero Central #2),Julie Kenner,0505524740
The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,0743496140
The Cat's Fancy,Julie Kenner,0505523973
Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,0425215385
Aphrodite's Secret (Superhero Central #3),Julie Kenner,0505525097
The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,0425213919
Aphrodite's Flame (Superhero Central #4),Julie Kenner,0505525755
Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner,0515142212
Perfect Circle,Sean Stewart,1931520119
The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,019289322X
Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner,0192854178
The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,0751333328
Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller,0472064843
Taxation of Mineral Rents,Ross Garnaut,0198284543
Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,0393978516
Dubliners: Text  Criticism  and Notes,James Joyce/Robert Scholes/A. Walton Litz,0140247742
Dubliners,James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt,0060789565
CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach,0764537156
The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,0439774381
Ulysses S. Grant: The Unlikely Hero,Michael Korda,0060590157
Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,0805069496
Allusions in Ulysses: An Annotated List,Weldon Thornton,0807840890
Ulysses Found,Ernle Bradford,0750937254
The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Bruce Arnold,190414845X
Round Ireland with a Fridge,Tony Hawks,0312274920
Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins,0971500762
Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,0971500746
The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,0964326191
Letters to J. D. Salinger,Chris Kubica/Chris Kubica,0299178005
J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),Harold Bloom,0791056643
Lord of the Flies,William Golding,0812416112
Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,0689835612
Counting Christmas,Karen Katz,0689849257
Running from the Deity (Pip & Flinx #11),Alan Dean Foster,0345461614
Lost and Found,Alan Dean Foster,0345461274
Reunion (Pip & Flinx #8),Alan Dean Foster,0345418689
The Dig,Alan Dean Foster,0727852663
Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise/M. Sarah Klise,0380793474
Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,0743518365
The Architecture of Happiness,Alain de Botton,0375424431
The Consolations of Philosophy,Alain de Botton,0679779175
How Proust Can Change Your Life,Alain de Botton,0679779159
Kiss & Tell,Alain de Botton,0312155611
The Consolations of Philosophy,Alain de Botton,0140276610
Status Anxiety,Alain de Botton,0375725350
On Love,Alain de Botton,0802142400
Miracle at St. Anna,James   McBride,1573229717
Die Farbe von Wasser,James   McBride,342661278X
Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman,0786930675
Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,1932796789
Dragon's Treasure,Elizabeth A. Lynn,0441012590
Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn,0743498097
Letters to a Young Artist,Anna Deavere Smith,1400032385
The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi,1583332057
La casa en Mango Street,Sandra Cisneros/Elena Poniatowska,0613046889
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,0791063372
The Dharma Bums,Jack Kerouac/Ann  Douglas,0143039601
The Alchemist's Daughter,Katharine McMahon,0307335852
The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,1421507668
Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe,1421508389
Astronomy Today,Eric Chaisson/Steve McMillan,0131445960
Astronomy For Dummies,Stephen P. Maran,0764584650
Astronomy: A Self-Teaching Guide,Dinah L. Moché,0471265187
Astronomy: A Beginner's Guide to the Universe,Eric Chaisson/Steve McMillan,013187165X
Bad Astronomy,Philip Plait,0471409766
The Complete World of Greek Mythology,Richard Buxton,0500251215
Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,0446607258
Mythology,Edith Hamilton/Steele Savage,0316341517
Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,0375714626
Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow,0195153820
Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell,0517588374
Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,1857880781
Watchmen on the Walls,Hannah Hurnard,0805413995
America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson,0446691860
The Children's Book of America,William J. Bennett/Michael Hague,0684849305
The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,0439050138
The New Big Book of America,Todd Davis/Marc Frey,0762412631
Awake in the Dark: The Best of Roger Ebert,Roger Ebert/David Bordwell,0226182002
"Ebert's ""Bigger"" Little Movie Glossary",Roger Ebert/Ray Ebert,0836282892
The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane,0836279298
The Truth with Jokes,Al Franken,0452287677
Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,0452285216
"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",Jacob Weisberg/Al Franken,0743251008
You're Good Enough  You're Smart Enough  & Doggone It  People Like You!,Al Franken,0553470949
I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken/Melody Beattie/Stuart Smalley,0440504708
J.R.R. Tolkien: Artist and Illustrator,Wayne G. Hammond/Christina Scull/J.R.R. Tolkien,0618083618
The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,0618391134
The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,0618894640
Tales Before Tolkien: The Roots of Modern Fantasy,Douglas A. Anderson/Frank R. Stockton/Ludwig Tieck/Richard Garnett/H. Rider Haggard/Andrew Lang/William Hope Hodgson/E.A. Wyke-Smith/David  Lindsay/Clemence Housman/George MacDonald/Arthur Machen/A. Merritt/L. Frank Baum/Kenneth Morris/William Morris/James Branch Cabell/Lord Dunsany/Francis Stevens/E.H. Knatchbull-Hugessen/E. Nesbit,0345458567
The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,0618391029
Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien,0395606497
The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond/Wayne G. Hammond,0618391010
Tales from the Perilous Realm,J.R.R. Tolkien,0007149123
Tolkien: Man and Myth: A Literary Life,Joseph Pearce,0898708257
Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,0007149115
The History of Middle-Earth Index (The History of Middle-Earth  #13),J.R.R. Tolkien/Christopher Tolkien,0007137435
The Lost Road and Other Writings (The History of Middle-earth  #5),J.R.R. Tolkien/Christopher Tolkien,0261102257
Tolkien's Modern Middle Ages,Jane Chance/Alfred Siewers,1403969736
Understanding The Lord of the Rings: The Best of Tolkien Criticism,Rose A. Zimbardo/Neil D. Isaacs,0618422536
Faërie,J.R.R. Tolkien/Francis Ledoux,2266102710
The Hobbit  or  There and Back Again,J.R.R. Tolkien/Alan  Lee,026110330X
Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi,142150507X
Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Rumiko Takahashi,1569319626
Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35),Rumiko Takahashi,1421505061
Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Rumiko Takahashi,1421505053
Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7),Rumiko Takahashi,1591161290
Mermaid Saga  Vol. 2,Rumiko Takahashi,1591164842
The Mermaids Singing,Lisa Carey,0380815591
Maison Ikkoku  Volume 15 (Maison Ikkoku  #15),Rumiko Takahashi,1421502798
Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Rumiko Takahashi,1421501422
Maison Ikkoku  Volume 12 (Maison Ikkoku  #12),Rumiko Takahashi,1591168694
Maison Ikkoku  Volume 5 (Maison Ikkoku  #5),Rumiko Takahashi,1591163196
Maison Ikkoku  Volume 6 (Maison Ikkoku  #6),Rumiko Takahashi,1591164222
Maison Ikkoku  Volume 11 (Maison Ikkoku  #11),Rumiko Takahashi,159116804X
Maison Ikkoku  Volume 9 (Maison Ikkoku  #9),Rumiko Takahashi,1591166179
Rumic World Trilogy  Volume 3 (Rumic World Trilogy  #3),Rumiko Takahashi,1569312060
Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4),Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,1591163528
Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,1591163544
